customer_id,home_store,customer_first-name,customer_email,customer_since,loyalty_card_number,birthdate,gender,birth_year
560,3,Quyn Langley,Shelly@Nulla.gov,2018-06-23,018-458-8775,1983-05-30,F,1983
561,3,Ayanna Boyle,Willow@adipiscing.us,2018-06-25,969-743-9079,1983-07-15,F,1983
562,3,Belle Oneal,Cooper@consectetuer.org,2018-06-27,846-733-6647,1983-08-31,F,1983
563,3,Belle Farmer,Velma@massa.net,2018-06-29,365-267-6335,1983-10-16,F,1983
564,3,Pascale Wolf,Carter@magnis.org,2018-07-01,477-092-6304,1983-12-02,F,1983
565,3,Illana Hartman,Graiden@rutrum.us,2018-07-03,749-327-8462,1984-01-18,F,1984
566,3,Doris Roberson,Tallulah@varius.edu,2018-07-05,840-084-8407,1984-03-04,F,1984
567,3,Jolene Ramsey,Colin@pretium.us,2018-07-08,004-419-5267,1984-04-20,F,1984
568,3,Quin Gray,Vladimir@massa.com,2018-07-10,741-255-7749,1984-06-05,F,1984
569,3,Hadley Olsen,Quail@sollicitudin.com,2018-07-12,399-713-7814,1984-07-22,F,1984
570,3,Tamara Guerra,Kenyon@Ut.us,2018-07-14,731-281-0199,1984-09-07,F,1984
571,3,Sophia Chambers,Erich@dolor.edu,2018-07-16,911-087-4068,1984-10-23,F,1984
572,3,September Morgan,Mark@at.com,2018-07-18,592-027-9254,1984-12-09,F,1984
573,3,Sopoline Garrison,Rahim@Maecenas.net,2018-07-20,126-181-1670,1985-01-24,F,1985
574,3,Kiayada Yang,Uta@tempus.net,2018-07-22,023-868-4158,1985-03-12,F,1985
575,3,Amena Terrell,Chaney@Nunc.org,2018-07-24,071-486-7997,1985-04-28,F,1985
576,3,Fallon Dean,Shafira@ipsum.net,2018-07-26,039-854-4514,1985-06-13,F,1985
577,3,Rina Harrell,Anjolie@Aliquam.com,2018-07-28,051-902-7649,1985-07-30,F,1985
578,3,Kiona Glenn,Ciaran@adipiscing.gov,2018-07-30,079-440-8039,1985-09-14,F,1985
579,3,Hyacinth Gallagher,Chancellor@pulvinar.org,2018-08-01,051-934-5139,1985-10-31,F,1985
580,3,Carissa Ayers,Dorothy@mattis.us,2018-08-03,554-443-6196,1985-12-17,F,1985
581,3,Kelsey Valenzuela,Bruno@malesuada.edu,2018-08-05,642-372-3063,1986-02-01,F,1986
582,3,Harriet Mills,Kyla@quis.com,2018-08-08,545-362-8532,1986-03-20,F,1986
583,3,India Kelley,Lamar@nunc.org,2018-08-10,718-543-8498,1986-05-05,F,1986
584,3,Joelle Hood,Jaime@Class.us,2018-08-12,289-492-3516,1986-06-21,F,1986
585,3,Jescie Reynolds,Tatiana@dolor.com,2018-08-14,112-834-4519,1986-08-07,F,1986
586,3,Imelda Miller,Jennifer@dolor.gov,2018-08-16,195-848-8911,1986-09-22,F,1986
587,3,Harriet Kirkland,Lillian@quis.net,2018-08-18,900-081-0361,1986-11-08,F,1986
588,3,Gail Harrell,Tamekah@enim.net,2018-08-20,038-606-1727,1986-12-24,F,1986
589,3,Dorothy Cortez,Alika@auctor.gov,2018-08-22,965-870-4747,1987-02-09,F,1987
590,3,Simone Rush,Jerry@Pellentesque.net,2018-08-24,316-255-6156,1987-03-28,F,1987
591,3,Naida Maddox,Lydia@Donec.gov,2018-08-26,562-112-3270,1987-05-13,F,1987
592,3,Daryl Watts,Quon@diam.org,2018-08-28,996-012-5651,1987-06-29,F,1987
593,3,Tamekah Clark,Aquila@bibendum.edu,2018-08-30,104-835-7068,1987-08-14,F,1987
594,3,Mari Hahn,Susan@tempus.us,2018-09-01,265-499-0943,1987-09-30,F,1987
595,3,Debra Sanchez,Halee@ligula.net,2018-09-03,996-942-4265,1987-11-16,F,1987
596,3,Sandra Ratliff,Bernard@fringilla.net,2018-09-05,193-960-9032,1988-01-01,F,1988
597,3,Jael Giles,Uta@enim.com,2018-09-08,925-270-5493,1988-02-17,F,1988
598,3,Laurel Rutledge,Porter@Pellentesque.gov,2018-09-10,045-914-3248,1988-04-03,F,1988
599,3,Mia Ingram,Claire@dis.edu,2018-09-12,956-795-0328,1988-05-20,F,1988
600,3,Sopoline Bird,Uriel@Curae.com,2018-09-14,680-424-4546,1988-07-06,F,1988
601,3,Amanda Workman,Branden@fringilla.com,2018-09-16,141-707-8775,1988-08-21,F,1988
602,3,Illiana Reid,Daniel@Class.org,2018-09-18,812-398-8304,1988-10-07,F,1988
603,3,Lael Anthony,MacKenzie@enim.org,2018-09-20,090-072-9980,1988-11-22,F,1988
604,3,Camille Tyler,Solomon@pretium.org,2018-09-22,102-192-8157,1989-01-08,F,1989
605,3,Sharon Wright,Naomi@Maecenas.edu,2018-09-24,182-494-8353,1989-02-24,F,1989
606,3,Alika Henson,Evangeline@metus.com,2018-09-26,345-038-7791,1989-04-11,F,1989
607,3,Ainsley Beard,Leilani@aliquet.com,2018-09-28,740-146-8683,1989-05-28,F,1989
608,3,Alisa Briggs,Mason@Sed.edu,2018-09-30,233-278-9925,1989-07-13,F,1989
609,3,Kirsten Stuart,Violet@faucibus.us,2018-10-02,457-755-6512,1989-08-29,F,1989
610,3,Adria Joyner,Summer@Cum.org,2018-10-04,838-101-4531,1989-10-15,F,1989
611,3,Melinda Thompson,Jordan@volutpat.org,2018-10-06,642-160-2662,1989-11-30,F,1989
612,3,Halee Perez,Xyla@lorem.gov,2018-10-09,808-506-0308,1990-01-16,F,1990
613,3,Iola Keller,Joy@aptent.org,2018-10-11,332-284-6296,1990-03-03,F,1990
614,3,Quinn Conrad,Ima@rutrum.gov,2018-10-13,755-773-9794,1990-04-19,F,1990
615,3,Myra Atkins,Jasper@Nullam.org,2018-10-15,743-995-3305,1990-06-05,F,1990
616,3,Florence Moon,Angela@lacus.net,2018-10-17,959-072-6835,1990-07-21,F,1990
617,3,Jillian Lott,Maia@montes.net,2018-10-19,063-325-3545,1990-09-06,F,1990
618,3,Lavinia Washington,Reece@libero.com,2018-10-21,325-159-2628,1990-10-22,F,1990
619,3,Whilemina West,Naomi@Praesent.net,2018-10-23,457-533-7185,1990-12-08,F,1990
620,3,Meredith Sanford,Mason@pulvinar.us,2018-10-25,896-334-4229,1991-01-24,F,1991
621,3,Savannah Bennett,Chase@sed.com,2018-10-27,140-433-4547,1991-03-11,F,1991
622,3,Julie Lopez,Knox@tortor.net,2018-10-29,068-209-4821,1991-04-27,F,1991
623,3,Neve Hoffman,Eric@eros.edu,2018-10-31,255-107-2193,1991-06-12,F,1991
624,3,Maggie Whitaker,Benjamin@tempor.com,2018-11-02,853-730-9705,1991-07-29,F,1991
625,3,Kylan Hancock,Rigel@risus.edu,2018-11-04,821-769-8203,1991-09-14,F,1991
626,3,Madonna Buckley,Ayanna@Quisque.org,2018-11-07,196-200-3938,1991-10-30,F,1991
627,3,Lesley Wells,Tarik@senectus.gov,2018-11-09,279-763-4837,1991-12-16,F,1991
628,3,Amena Graham,Rogan@nec.net,2018-11-11,965-030-2866,1992-01-31,F,1992
629,3,Astra Hicks,Rachel@erat.gov,2018-11-13,279-251-9582,1992-03-18,F,1992
630,3,Bell Witt,Anastasia@feugiat.edu,2018-11-15,609-346-6777,1992-05-04,F,1992
631,3,Minerva Donaldson,Zena@viverra.org,2018-11-17,940-465-6124,1992-06-19,F,1992
632,3,Latifah Myers,Xandra@interdum.net,2018-11-19,295-416-4863,1992-08-05,F,1992
633,3,Lael Harrison,Cora@Duis.edu,2018-11-21,506-376-8984,1992-09-20,F,1992
634,3,Dawn Herring,Regan@ornare.net,2018-11-23,971-827-3957,1992-11-06,F,1992
635,3,Deanna Rivas,Uriel@Aenean.com,2018-11-25,807-319-9750,1992-12-23,F,1992
636,3,Natalie Harris,Zeph@in.us,2018-11-27,399-870-1581,1993-02-07,F,1993
637,3,September Shepherd,Sage@venenatis.com,2018-11-29,052-293-7156,1993-03-26,F,1993
638,3,Paula Cummings,Lucas@conubia.com,2018-12-01,238-092-8457,1993-05-11,F,1993
639,3,Teegan Douglas,Kirk@in.com,2018-12-03,641-750-7331,1993-06-27,F,1993
640,3,Emma Rice,Herman@Maecenas.net,2018-12-05,549-713-3864,1993-08-13,F,1993
641,3,Leandra Townsend,Abigail@sem.gov,2018-12-08,482-357-0499,1993-09-28,F,1993
642,3,Iris Bradley,Isaiah@vehicula.edu,2018-12-10,285-950-6136,1993-11-14,F,1993
643,3,Mona Hess,MacKensie@venenatis.net,2018-12-12,063-456-6250,1993-12-30,F,1993
644,3,Geraldine Sandoval,Nevada@feugiat.com,2018-12-14,978-862-9633,1994-02-15,F,1994
645,3,Angela Hartman,Fuller@pulvinar.edu,2018-12-16,485-104-0753,1994-04-03,F,1994
646,3,Galena Tanner,Maggy@litora.com,2018-12-18,800-001-7765,1994-05-19,F,1994
647,3,Olivia Kidd,Adria@Integer.edu,2018-12-20,896-935-3477,1994-07-05,F,1994
648,3,Ava Michael,Cole@vulputate.edu,2018-12-22,832-931-2351,1994-08-20,F,1994
649,3,Rylee Anthony,Nigel@fermentum.org,2018-12-24,351-816-7450,1994-10-06,F,1994
650,3,Tamara Kinney,Anne@consequat.us,2018-12-26,939-707-3228,1994-11-22,F,1994
651,3,Karly Walsh,Nicole@metus.org,2018-12-28,177-126-9571,1995-01-07,F,1995
652,3,Vanna Kennedy,Kessie@leo.us,2018-12-30,826-646-2923,1995-02-23,F,1995
653,3,Wanda Vinson,Zenia@Quisque.com,2019-01-01,272-162-1372,1995-04-10,F,1995
654,3,Galena Coffey,Wesley@scelerisque.gov,2019-01-03,009-447-2155,1995-05-27,F,1995
655,3,Joan Peters,Lois@lectus.gov,2019-01-05,619-050-7156,1995-07-13,F,1995
656,3,Justina Brennan,Otto@quis.com,2019-01-08,221-284-7954,1995-08-28,F,1995
657,3,Violet Waters,Dominic@venenatis.gov,2019-01-10,561-117-7711,1995-10-14,F,1995
658,3,Cora Weaver,Linus@Cum.edu,2019-01-12,975-593-9980,1995-11-29,F,1995
659,3,Savannah Garza,Brennan@tristique.edu,2019-01-14,070-445-2715,1996-01-15,F,1996
660,3,Abra Schwartz,Orson@feugiat.com,2019-01-16,703-569-1850,1996-03-02,F,1996
661,3,Beatrice Gutierrez,Lisandra@Curae.us,2019-01-18,748-493-9350,1996-04-17,F,1996
662,3,Sigourney Sanford,Debra@id.org,2019-01-20,958-009-0774,1996-06-03,F,1996
663,3,Bertha Kramer,Kylan@Etiam.net,2019-01-22,004-928-9777,1996-07-19,F,1996
664,3,Portia Acevedo,Karly@risus.org,2019-01-24,410-846-1380,1996-09-04,F,1996
665,3,Carissa Schmidt,Nolan@primis.com,2019-01-26,753-629-7354,1996-10-21,F,1996
666,3,Karly Williams,Gabriel@vestibulum.com,2019-01-28,874-262-4997,1996-12-06,F,1996
667,3,Keely Franks,Olympia@cursus.edu,2019-01-30,566-963-4370,1997-01-22,F,1997
668,3,May Lambert,Francis@hendrerit.com,2019-02-01,933-562-9576,1997-03-09,F,1997
669,3,Amber Cooper,Jana@rhoncus.com,2019-02-03,584-081-1026,1997-04-25,F,1997
670,3,MacKenzie Duran,Jelani@hendrerit.gov,2019-02-05,133-209-5837,1997-06-11,F,1997
671,3,Lacota Baxter,Hadley@sit.us,2019-02-08,417-827-6696,1997-07-27,F,1997
672,3,Tasha Holloway,Bevis@volutpat.org,2019-02-10,418-349-7984,1997-09-12,F,1997
673,3,Guinevere Cooke,Ciaran@nonummy.gov,2019-02-12,605-368-5924,1997-10-28,F,1997
674,3,Roanna Guzman,Lars@turpis.org,2019-02-14,982-661-3991,1997-12-14,F,1997
675,3,Illana Graves,Xena@sit.gov,2019-02-16,109-939-8270,1998-01-30,F,1998
676,3,Indigo Howe,Curran@Morbi.com,2019-02-18,099-744-6263,1998-03-17,F,1998
677,3,Carly Pierce,Ginger@purus.net,2019-02-20,281-633-3721,1998-05-03,F,1998
678,3,Mariam Foley,Dustin@dis.edu,2019-02-22,514-256-5105,1998-06-18,F,1998
679,3,Mallory Kramer,Theodore@odio.net,2019-02-24,619-988-6223,1998-08-04,F,1998
680,3,Florence Wolfe,Cassandra@sociosqu.net,2019-02-26,572-027-5635,1998-09-20,F,1998
681,3,Christine Bentley,Cain@ultricies.gov,2019-02-28,739-297-5663,1998-11-05,F,1998
682,3,Violet Hammond,Lars@nulla.net,2019-03-02,992-393-3531,1998-12-22,F,1998
683,3,Zephr Zimmerman,Dacey@in.net,2019-03-04,741-320-7166,1999-02-06,F,1999
684,3,Dorothy Turner,Colt@Cum.edu,2019-03-06,753-129-4149,1999-03-25,F,1999
685,3,Rosalyn Melendez,Tanya@taciti.com,2019-03-08,799-510-5352,1999-05-11,F,1999
686,3,Libby Rowe,Gwendolyn@Curae.us,2019-03-11,987-647-9321,1999-06-26,F,1999
687,3,Angelica Maynard,Ciaran@nibh.net,2019-03-13,891-053-3654,1999-08-12,F,1999
688,3,Donna Fleming,Hashim@Phasellus.net,2019-03-15,104-237-8780,1999-09-27,F,1999
689,3,Karleigh Logan,Shelley@Pellentesque.org,2019-03-17,997-117-7572,1999-11-13,F,1999
690,3,Ifeoma Hahn,Amy@Praesent.us,2019-03-19,881-810-6934,1999-12-30,F,1999
691,3,Aurelia Bernard,Byron@pharetra.edu,2019-03-21,053-717-7223,2000-02-14,F,2000
692,3,Fleur Russo,Aurelia@euismod.com,2019-03-23,891-499-2656,2000-04-01,F,2000
693,3,Roary Hardy,Reese@lobortis.com,2019-03-25,328-054-7349,2000-05-17,F,2000
694,3,Caryn Parrish,Clinton@Duis.net,2019-03-27,937-738-4888,2000-07-03,F,2000
695,3,Vivian Dillard,Stacey@odio.edu,2019-03-29,437-381-1817,2000-08-19,F,2000
696,3,Lysandra Maxwell,Conan@congue.org,2019-03-31,824-243-8808,2000-10-04,F,2000
697,3,Jayme King,Randall@consectetuer.org,2019-04-02,964-739-9482,2000-11-20,F,2000
698,3,Shoshana Silva,Brady@posuere.net,2019-04-04,200-936-1529,2001-01-05,F,2001
699,3,Phyllis Fernandez,Vernon@facilisi.net,2019-04-06,883-136-4327,2001-02-21,F,2001
700,3,Ava Mullins,Kyle@In.org,2019-04-09,337-201-6353,2001-04-09,F,2001
701,3,Donovan Trevino,Miranda@eget.com,2017-01-10,127-289-9961,1950-09-30,Not Specified,1950
702,3,Michael Kinney,Samson@diam.com,2017-01-18,721-800-7676,1951-04-04,Not Specified,1951
703,3,Melvin Valdez,Odette@fermentum.gov,2017-01-26,916-386-4370,1951-10-08,Not Specified,1951
704,3,Bernard Everett,Jelani@egestas.edu,2017-02-04,711-278-7766,1952-04-11,Not Specified,1952
705,3,Phillip Lopez,Paki@consequat.org,2017-02-12,644-583-4372,1952-10-15,Not Specified,1952
706,3,Brendan Sykes,Catherine@mollis.com,2017-02-20,418-245-8996,1953-04-19,Not Specified,1953
707,3,Oleg Justice,John@morbi.com,2017-02-28,254-619-7592,1953-10-22,Not Specified,1953
708,3,Xavier Huffman,Scott@fringilla.org,2017-03-09,700-200-3911,1954-04-27,Not Specified,1954
709,3,Graiden Cortez,Sasha@porta.org,2017-03-17,604-887-0367,1954-10-30,Not Specified,1954
710,3,Chandler Cabrera,Winifred@tempor.us,2017-03-25,193-050-8566,1955-05-05,Not Specified,1955
711,3,Erich Hodge,Ishmael@mi.com,2017-04-02,149-047-2796,1955-11-07,Not Specified,1955
712,3,Zeus Cantu,Judith@Fusce.us,2017-04-11,234-000-2982,1956-05-11,Not Specified,1956
713,3,Salvador Spears,Kirby@augue.gov,2017-04-19,521-846-3043,1956-11-14,Not Specified,1956
714,3,Benjamin Briggs,Geoffrey@amet.com,2017-04-27,536-937-9056,1957-05-19,Not Specified,1957
715,3,Dennis Huff,Kelly@aliquet.net,2017-05-06,299-120-0343,1957-11-22,Not Specified,1957
716,3,Bert Ewing,Darius@laoreet.edu,2017-05-14,908-190-0919,1958-05-27,Not Specified,1958
717,3,Vernon Oconnor,Mechelle@id.gov,2017-05-22,502-593-8852,1958-11-29,Not Specified,1958
718,3,Cole Thompson,Damon@vestibulum.edu,2017-05-30,196-414-1282,1959-06-04,Not Specified,1959
719,3,Axel Wallace,Zahir@velit.org,2017-06-08,250-414-4907,1959-12-07,Not Specified,1959
720,3,Alvin Mann,Scarlet@sociis.gov,2017-06-16,943-635-3568,1960-06-11,Not Specified,1960
721,3,Ulysses Mcfadden,Aristotle@porta.com,2017-06-24,529-627-7904,1960-12-14,Not Specified,1960
722,3,Addison Greer,Austin@In.com,2017-07-02,419-368-2674,1961-06-18,Not Specified,1961
723,3,Lyle Herrera,Kaye@parturient.com,2017-07-11,276-657-3374,1961-12-22,Not Specified,1961
724,3,Murphy Lloyd,Mari@dis.com,2017-07-19,788-479-9082,1962-06-26,Not Specified,1962
725,3,Bruno Barnes,Cheyenne@parturient.us,2017-07-27,995-471-4953,1962-12-30,Not Specified,1962
726,3,Cole Solis,Hiroko@condimentum.net,2017-08-05,905-031-0586,1963-07-04,Not Specified,1963
727,3,Chester Solis,Felicia@convallis.com,2017-08-13,173-066-3697,1964-01-06,Not Specified,1964
728,3,Raymond Thornton,Juliet@ligula.org,2017-08-21,447-081-7281,1964-07-11,Not Specified,1964
729,3,Alexander Hooper,Remedios@eu.us,2017-08-29,964-081-2697,1965-01-13,Not Specified,1965
730,3,Bradley Kim,Dante@Nunc.gov,2017-09-07,625-690-8330,1965-07-19,Not Specified,1965
731,3,Melvin Black,Shelly@id.org,2017-09-15,979-309-3427,1966-01-21,Not Specified,1966
732,3,Len Green,Joseph@purus.com,2017-09-23,616-146-0712,1966-07-26,Not Specified,1966
733,3,Peter Chaney,Zephania@posuere.org,2017-10-01,593-040-7537,1967-01-29,Not Specified,1967
734,3,Jonas Henson,Sean@Etiam.edu,2017-10-10,786-254-2852,1967-08-03,Not Specified,1967
735,3,Castor Bartlett,Hu@volutpat.us,2017-10-18,717-630-3760,1968-02-06,Not Specified,1968
736,3,Arsenio Garrison,Brittany@natoque.gov,2017-10-26,507-808-1051,1968-08-10,Not Specified,1968
737,3,Calvin Sargent,Zenia@consectetuer.com,2017-11-03,744-078-5573,1969-02-12,Not Specified,1969
738,3,Akeem Leonard,Kyra@Phasellus.org,2017-11-12,875-008-8693,1969-08-18,Not Specified,1969
739,3,Cadman Beach,Zachary@Morbi.edu,2017-11-20,649-470-2151,1970-02-20,Not Specified,1970
740,3,Conan Burris,Justine@fermentum.com,2017-11-28,409-522-9660,1970-08-26,Not Specified,1970
741,3,Lane Duncan,Levi@et.org,2017-12-07,995-486-9864,1971-02-28,Not Specified,1971
742,3,Odysseus Stevenson,Kyra@sapien.net,2017-12-15,006-338-9858,1971-09-02,Not Specified,1971
743,3,Darius Valdez,Mary@non.gov,2017-12-23,943-483-7773,1972-03-07,Not Specified,1972
744,3,Thor Mercado,Amelia@ultricies.us,2017-12-31,203-969-4345,1972-09-09,Not Specified,1972
745,3,Eaton Mcguire,Laura@tellus.us,2018-01-09,171-496-3841,1973-03-15,Not Specified,1973
746,3,Bert Fisher,Lucius@pulvinar.net,2018-01-17,362-996-7046,1973-09-17,Not Specified,1973
747,3,Herman Collins,Dahlia@sed.us,2018-01-25,542-356-7536,1974-03-22,Not Specified,1974
748,3,Nigel Barton,Chava@ipsum.edu,2018-02-02,555-079-7138,1974-09-25,Not Specified,1974
749,3,Tucker Bray,Thomas@hymenaeos.org,2018-02-11,066-175-4284,1975-03-30,Not Specified,1975
750,3,Austin Mullins,Tana@dapibus.net,2018-02-19,405-593-2367,1975-10-03,Not Specified,1975
751,3,Yoshio Gaines,Carter@tellus.us,2018-02-27,721-812-4718,1976-04-06,Not Specified,1976
752,3,Hamilton Kidd,Vivien@nascetur.com,2018-03-08,037-113-4472,1976-10-09,Not Specified,1976
753,3,Dolan Walls,Todd@aliquet.us,2018-03-16,442-232-8564,1977-04-14,Not Specified,1977
754,3,Benedict Cochran,Indigo@Proin.edu,2018-03-24,070-459-0445,1977-10-17,Not Specified,1977
755,3,Garrison Black,Ora@Etiam.gov,2018-04-01,355-635-4810,1978-04-22,Not Specified,1978
756,3,Walter Booker,Shaine@inceptos.edu,2018-04-10,683-815-5865,1978-10-25,Not Specified,1978
757,3,Len Jacobson,Rhonda@per.com,2018-04-18,493-337-5974,1979-04-29,Not Specified,1979
758,3,Nathaniel Horne,Jade@pulvinar.com,2018-04-26,246-195-8586,1979-11-02,Not Specified,1979
759,3,Kadeem Haney,Dahlia@pellentesque.us,2018-05-04,093-428-1614,1980-05-06,Not Specified,1980
760,3,Mason Price,Gail@ante.gov,2018-05-13,286-675-0863,1980-11-09,Not Specified,1980
761,3,Gray Reynolds,Cynthia@aliquet.org,2018-05-21,770-967-1645,1981-05-14,Not Specified,1981
762,3,Brian Joseph,Allegra@libero.edu,2018-05-29,783-386-8024,1981-11-16,Not Specified,1981
763,3,Hyatt Cruz,Donovan@mattis.edu,2018-06-07,629-061-5714,1982-05-22,Not Specified,1982
764,3,Daniel Mcclure,Serena@dictum.edu,2018-06-15,837-905-2010,1982-11-24,Not Specified,1982
765,3,Thane Simpson,Athena@dictum.edu,2018-06-23,297-800-8217,1983-05-30,Not Specified,1983
766,3,Caleb Whitaker,Matthew@per.com,2018-07-01,285-986-6277,1983-12-02,Not Specified,1983
767,3,Tyrone Hewitt,Vera@inceptos.gov,2018-07-10,612-963-9575,1984-06-05,Not Specified,1984
768,3,Abel Hood,Mariko@pellentesque.com,2018-07-18,702-529-2350,1984-12-09,Not Specified,1984
769,3,Elmo Becker,Magee@ullamcorper.gov,2018-07-26,176-489-7253,1985-06-13,Not Specified,1985
770,3,Jasper Haney,Riley@arcu.com,2018-08-03,861-709-5991,1985-12-17,Not Specified,1985
771,3,Oscar Fuentes,Marvin@vitae.us,2018-08-12,433-661-6244,1986-06-21,Not Specified,1986
772,3,Thor Russo,Walker@blandit.gov,2018-08-20,051-639-8655,1986-12-24,Not Specified,1986
773,3,Gareth Alexander,Elliott@pede.com,2018-08-28,059-794-0415,1987-06-29,Not Specified,1987
774,3,Norman Donaldson,Wade@In.edu,2018-09-05,910-986-2169,1988-01-01,Not Specified,1988
775,3,Denton Mercer,Francis@Quisque.net,2018-09-14,966-863-7542,1988-07-06,Not Specified,1988
776,3,Joshua Pugh,Brady@Cum.com,2018-09-22,096-055-5362,1989-01-08,Not Specified,1989
777,3,Yasir Baldwin,Charissa@inceptos.org,2018-09-30,384-083-1715,1989-07-13,Not Specified,1989
778,3,Tiger Gay,Gannon@torquent.edu,2018-10-09,124-974-3517,1990-01-16,Not Specified,1990
779,3,Uriah Campbell,Brielle@velit.gov,2018-10-17,273-505-0377,1990-07-21,Not Specified,1990
780,3,Patrick Spence,Patricia@ad.us,2018-10-25,542-811-2514,1991-01-24,Not Specified,1991
781,3,Luke Patel,Herrod@Maecenas.us,2018-11-02,653-218-9979,1991-07-29,Not Specified,1991
782,3,Oscar Douglas,Baker@dignissim.org,2018-11-11,789-249-7090,1992-01-31,Not Specified,1992
783,3,Amery Ramirez,Bo@dis.com,2018-11-19,766-048-8967,1992-08-05,Not Specified,1992
784,3,Ivor Sherman,Todd@Aenean.org,2018-11-27,645-534-9177,1993-02-07,Not Specified,1993
785,3,Mufutau Wallace,Abraham@mollis.org,2018-12-05,280-218-9459,1993-08-13,Not Specified,1993
786,3,Upton Vang,Janna@leo.net,2018-12-14,765-281-3302,1994-02-15,Not Specified,1994
787,3,Beck Pennington,Finn@pharetra.us,2018-12-22,695-337-2006,1994-08-20,Not Specified,1994
788,3,Hilel Ballard,Rajah@risus.org,2018-12-30,263-826-9026,1995-02-23,Not Specified,1995
789,3,Jamal Washington,Beverly@nunc.org,2019-01-08,842-136-4355,1995-08-28,Not Specified,1995
790,3,Peter Moran,Tanya@augue.com,2019-01-16,014-363-5430,1996-03-02,Not Specified,1996
791,3,Wyatt Conway,Denise@taciti.net,2019-01-24,832-233-2851,1996-09-04,Not Specified,1996
792,3,Theodore Parks,Kai@sollicitudin.net,2019-02-01,077-640-5456,1997-03-09,Not Specified,1997
793,3,Byron Gamble,Wayne@hendrerit.edu,2019-02-10,914-895-3638,1997-09-12,Not Specified,1997
794,3,Tate Sanford,Sybill@consectetuer.com,2019-02-18,462-620-6336,1998-03-17,Not Specified,1998
795,3,Kenneth Moon,Colt@sed.edu,2019-02-26,741-478-6685,1998-09-20,Not Specified,1998
796,3,Lamar Johnson,Burton@natoque.org,2019-03-06,449-391-6300,1999-03-25,Not Specified,1999
797,3,Rafael Ellis,Willa@amet.edu,2019-03-15,797-007-2189,1999-09-27,Not Specified,1999
798,3,Kevin Huffman,Barry@Aliquam.gov,2019-03-23,632-390-5963,2000-04-01,Not Specified,2000
799,3,Lester Velasquez,Zahir@magna.net,2019-03-31,163-241-0268,2000-10-04,Not Specified,2000
800,3,Zeus Wilder,Raven@dis.edu,2019-04-09,128-429-3411,2001-04-09,Not Specified,2001
1000,3,Non-Member,sales@mavenroasters3.io,2017-01-01,000-000-0003,1983-07-28,Not Specified,1983
5000,5,Mike Shu,Mshu@mshu.io,2017-03-06,834-125-010,1982-09-06,M,1982
5001,5,Shoshana,Phillip@sollicitudin.gov,2017-06-05,835-518-3912,1984-03-05,Not Specified,1984
5002,5,Brittany,Quinlan@vestibulum.us,2018-03-04,143-096-8722,1991-02-01,Not Specified,1991
5003,5,Sade,Medge@sagittis.com,2018-02-20,651-557-0819,1990-10-14,Not Specified,1990
5004,5,Melodie,Regan@suscipit.us,2018-06-14,929-861-6870,1982-11-03,F,1982
5005,5,Kasimir,Xanthus@interdum.net,2018-04-23,503-438-2320,1992-05-11,Not Specified,1992
5006,5,Demetria,Charles@hymenaeos.org,2018-10-12,435-646-9201,1996-09-21,Not Specified,1996
5007,5,Jin,Giacomo@nunc.net,2017-04-24,389-817-5654,1983-02-01,Not Specified,1983
5008,5,Noelle,Jane@conubia.net,2017-10-16,401-934-3274,1967-12-16,F,1967
5009,5,Barry,Dawn@sapien.net,2019-03-01,030-626-9796,1998-11-29,M,1998
5010,5,Elton,Galvin@blandit.edu,2017-08-22,528-566-4659,1964-08-08,M,1964
5011,5,Zia,Gavin@Morbi.com,2018-08-15,764-754-9546,1986-09-01,F,1986
5012,5,Cheyenne,Ronan@metus.org,2017-06-30,402-678-4058,1961-04-17,F,1961
5013,5,Dillon,Yeo@hendrerit.edu,2017-08-21,732-348-5940,1986-02-12,Not Specified,1986
5014,5,Ira,Lance@Praesent.net,2018-03-26,838-138-3783,1977-11-24,M,1977
5015,5,Quintessa,Duncan@natoque.gov,2017-09-23,552-162-8123,1966-07-16,F,1966
5016,5,Althea,Callum@lacus.net,2018-11-17,208-709-0123,1997-08-19,Not Specified,1997
5017,5,Clio,Noel@torquent.org,2019-01-25,454-957-1429,1999-05-23,Not Specified,1999
5018,5,Zena,Brent@ultricies.net,2017-02-07,414-926-5310,1952-07-03,F,1952
5019,5,Vaughan,Zeph@sodales.gov,2018-04-04,312-575-3822,1991-11-16,Not Specified,1991
5020,5,Mason,Cailin@Nullam.gov,2017-11-10,260-770-2460,1969-07-14,M,1969
5021,5,Scarlet,Kyle@ut.gov,2018-03-05,373-456-7536,1976-08-08,F,1976
5022,5,Galena,Graham@sapien.com,2017-09-09,875-814-3354,1986-08-08,Not Specified,1986
5023,5,Andrew,Perry@Duis.edu,2017-11-14,989-268-3119,1969-10-01,M,1969
5024,5,Celeste,Velma@hendrerit.gov,2017-03-21,152-947-7785,1982-03-28,Not Specified,1982
5025,5,Jena,Phelan@in.edu,2017-01-18,152-259-6309,1980-08-29,Not Specified,1980
5026,5,Kibo,Justin@pulvinar.edu,2017-10-20,495-077-1790,1968-03-31,M,1968
5027,5,Madison,Brody@consectetuer.us,2018-08-19,796-376-4760,1986-12-14,F,1986
5028,5,Whoopi,Kelly@turpis.org,2017-07-21,635-964-2113,1985-04-30,Not Specified,1985
5029,5,Warren,Merrill@faucibus.us,2019-02-12,245-317-4983,1997-11-02,M,1997
